"Contig"	"TAIRaccessions"	"intQ"	"originQ"	"trtQ"	"covQ"	"GOterms"
"DKUS022_white_s66505"	"DKUS022_white_s66505"	"NA,NA"	0.56026968868103	1	0.00835924689419258	1	NA
"DKUS022_white_s66506"	"DKUS022_white_s66506"	"NA,NA"	0.827935908443283	0.737583652847852	0.012814759517549	0.147201063843768	NA
"DKUS022_white_s66507"	"DKUS022_white_s66507"	"AT5G50260,NA"	0.810849563080116	0.875177435507307	0.00217220465091959	1	"GO:0004197, GO:0006508, GO:0006508, GO:0008234, GO:0008234, GO:0012505"
"DKUS022_white_s66519"	"DKUS022_white_s66519"	"NA,NA"	0.655241216705615	0.921746640708756	0.0320015273783933	1	NA
"DKUS022_white_s66525"	"DKUS022_white_s66525"	"AT1G74910,NA"	0.624222628080323	0.0706002991717716	0.0300117061874015	0.250884717418122	"GO:0005777, GO:0005777, GO:0005777, GO:0005777, GO:0005777, GO:0005777, GO:0005829, GO:0005829, GO:0005829, GO:0009058, GO:0016740, GO:0016740, GO:0016740, GO:0016779, GO:0016779, GO:0016779, GO:0016779, GO:0046686"
"DKUS022_white_s66548"	"DKUS022_white_s66548"	"NA,NA"	0.384647253206646	0.513046114791669	0.0183364926436841	0.607284411583228	NA
"DKUS022_white_s66572"	"DKUS022_white_s66572"	"NA,NA"	0.377422478301136	0.417267025559457	0.0364419914976206	1	NA
"DKUS022_white_s66575"	"DKUS022_white_s66575"	"AT1G17840,NA"	0.733439200280088	0.65520316559889	0.000155973213177339	0.908854748733169	"GO:0005886, GO:0005886, GO:0009611, GO:0009651, GO:0009651, GO:0009737, GO:0009897, GO:0009897, GO:0015245, GO:0015908, GO:0042626, GO:0042626, GO:0080051"
"DKUS022_white_s66579"	"DKUS022_white_s66579"	"AT1G13680,NA"	0.613607138482717	1	0.0030045415202173	0.540198130891918	"GO:0004629, GO:0006629, GO:0008081, GO:0012505, GO:0035556"
"DKUS022_white_s66587"	"DKUS022_white_s66587"	"AT2G03780,NA"	0.566648513729079	1	0.0537332177395928	0.0264093459993806	"GO:0003677, GO:0008150, GO:0043565"
"DKUS022_white_s66588"	"DKUS022_white_s66588"	"AT1G11910,NA"	0.453617368194963	1	0.0213907665963937	0.36199901981675	"GO:0004175, GO:0005773, GO:0005773, GO:0005773, GO:0005773, GO:0005829, GO:0006508, GO:0006508, GO:0009506, GO:0009651, GO:0009651"
"DKUS022_white_s66589"	"DKUS022_white_s66589"	"NA,NA"	0.629771145693864	1	0.0275097987715771	1	NA
"DKUS022_white_s66592"	"DKUS022_white_s66592"	"NA,NA"	0.762753667933719	0.209397808609505	0.0191321357194464	1	NA
"DKUS022_white_s66650"	"DKUS022_white_s66650"	"AT3G45070,NA"	0.459034194990604	1	0.0112534744302772	1	"GO:0005575, GO:0008146, GO:0008146, GO:0008150"
"DKUS022_white_s66671"	"DKUS022_white_s66671"	"NA,NA"	0.773732564281802	1	0.00106333661385742	0.942637261307591	NA
"DKUS022_white_s66679"	"DKUS022_white_s66679"	"AT5G47770,NA"	0.605577532866633	1	0.0136982138711809	0.99427378366813	"GO:0004161, GO:0004337, GO:0005829, GO:0008299, GO:0008299, GO:0045337, GO:0045337"
"DKUS022_white_s66680"	"DKUS022_white_s66680"	"AT3G12760,NA"	0.824327604139587	1	0.00956414552599257	1	"GO:0003674, GO:0008150"
"DKUS022_white_s66699"	"DKUS022_white_s66699"	"AT5G55310,NA"	0.821901627870577	0.703822363481236	0.00192421129227032	1	"GO:0003917, GO:0003917, GO:0003917, GO:0003917, GO:0006265, GO:0006265, GO:0016020, GO:0031490, GO:0031490"
"DKUS022_white_s66707"	"DKUS022_white_s66707"	"NA,NA"	0.662728421285509	0.2124904785465	0.0483473764845925	0.0484834425677975	NA
"DKUS022_white_s66711"	"DKUS022_white_s66711"	"AT3G54420,NA"	0.749670264349832	0.461863803494753	0.0269680525728132	1	"GO:0004568, GO:0004568, GO:0005618, GO:0009626, GO:0009626, GO:0010262"
"DKUS022_white_s66717"	"DKUS022_white_s66717"	"AT1G70980,NA"	0.336466677961595	1	0.0686163809712578	0.0398569955965688	"GO:0000166, GO:0003676, GO:0004812, GO:0004815, GO:0004816, GO:0005524, GO:0005829, GO:0006412, GO:0006412, GO:0006412, GO:0006418, GO:0006418, GO:0006418, GO:0006421, GO:0006421, GO:0006421, GO:0006422, GO:0006422, GO:0006422"
"DKUS022_white_s66735"	"DKUS022_white_s66735"	"NA,NA"	0.797766584606532	1	0.00886306246912397	1	NA
"DKUS022_white_s66747"	"DKUS022_white_s66747"	"AT2G28305,NA"	0.820925202700723	0.735987190566837	0.00441836685037	1	"GO:0003674, GO:0005634, GO:0005829, GO:0008150"
"DKUS022_white_s66750"	"DKUS022_white_s66750"	"NA,NA"	0.225149177780811	1	0.000879903392903359	0.284090974359435	NA
"DKUS022_white_s66778"	"DKUS022_white_s66778"	"NA,NA"	0.389052332049702	0.0374290847743992	0.138787662213027	1	NA
"DKUS022_white_s66784"	"DKUS022_white_s66784"	"AT5G58600,NA"	0.448338074245444	1	6.54630173611364e-05	1	"GO:0003674, GO:0005783, GO:0009620"
"DKUS022_white_s66794"	"DKUS022_white_s66794"	"AT2G19940,NA"	0.330848606274413	1	0.320625225669755	0.0407032662924544	"GO:0005507, GO:0005730, GO:0005730, GO:0005730, GO:0005730, GO:0006520, GO:0006520, GO:0009507, GO:0009507, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0016020, GO:0016020, GO:0016620, GO:0046686, GO:0046686"
"DKUS022_white_s66813"	"DKUS022_white_s66813"	"AT5G17020,NA"	0.844655970365463	1	0.0404855750332668	0.119353477383748	"GO:0000059, GO:0000059, GO:0000059, GO:0004872, GO:0005515, GO:0005634, GO:0005634, GO:0005643, GO:0005643, GO:0005643, GO:0005737, GO:0005829, GO:0006611, GO:0006611, GO:0008565, GO:0009553, GO:0009555, GO:0009846, GO:0009860, GO:0009860, GO:0009860"
"DKUS022_white_s66823"	"DKUS022_white_s66823"	"AT4G36160,NA"	0.763555895531602	0.251435436905219	0.0306865037540148	0.323532802057998	"GO:0003700, GO:0005634, GO:0006355, GO:0006355"
"DKUS022_white_s66825"	"DKUS022_white_s66825"	"AT2G39060,NA"	0.865241307045443	1	1.81890739708234e-05	0.219494243572205	"GO:0005887, GO:0005887, GO:0008150, GO:0012505, GO:0016020, GO:0016020, GO:0016021, GO:0051119"
"DKUS022_white_s66849"	"DKUS022_white_s66849"	"NA,NA"	0.811156407210575	0.772718119234389	0.0187870451905134	1	NA
"DKUS022_white_s66859"	"DKUS022_white_s66859"	"AT1G48635,NA"	0.365667550364427	0.7311616168145	0.0147315783658703	0.149085672444042	"GO:0003674, GO:0005739, GO:0005739, GO:0005777, GO:0005777, GO:0005779, GO:0005779, GO:0005779, GO:0005779, GO:0005779, GO:0005779, GO:0007031, GO:0007031"
"DKUS022_white_s66877"	"DKUS022_white_s66877"	"AT2G29570,NA"	0.286923998586696	1	0.00862625795008023	0.288635391479971	"GO:0003677, GO:0003677, GO:0005515, GO:0005634, GO:0006275, GO:0006275, GO:0006275, GO:0030337, GO:0030337, GO:0042276, GO:0042276, GO:0042276, GO:0042276"
"DKUS022_white_s66924"	"DKUS022_white_s66924"	"AT1G54290,NA"	0.0419933971437615	1	0.520561088565474	1	"GO:0003743, GO:0003743, GO:0006412, GO:0006412, GO:0006412, GO:0006413, GO:0006413, GO:0006413, GO:0006413, GO:0006413, GO:0006413"
"DKUS022_white_s66926"	"DKUS022_white_s66926"	"NA,NA"	0.630541841125807	1	0.0460866999005106	0.290703922121269	NA
"DKUS022_white_s66934"	"DKUS022_white_s66934"	"AT1G76450,NA"	0.464022055884896	0.66204923998787	0.00732181462722705	0.304624124827794	"GO:0005509, GO:0009507, GO:0009507, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0009579, GO:0009579, GO:0009579, GO:0015979, GO:0015979, GO:0031977"
"DKUS022_white_s66946"	"DKUS022_white_s66946"	"AT2G05620,NA"	0.542728954629419	0.684755470378694	0.00649865621351087	1	"GO:0009055, GO:0009414, GO:0009414, GO:0009507, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009644, GO:0009773, GO:0009773, GO:0009773, GO:0009773, GO:0009773, GO:0009773"
"DKUS022_white_s66962"	"DKUS022_white_s66962"	"AT1G26320,NA"	0.818667827717394	0.275441017036152	0.0211857031753258	0.636862238905151	"GO:0003824, GO:0003824, GO:0005488, GO:0005488, GO:0006979, GO:0008270, GO:0008270, GO:0016491, GO:0016491"
"DKUS022_white_s66975"	"DKUS022_white_s66975"	"NA,NA"	0.32220334079077	0.959669887655498	0.0482552454592061	0.779073739972791	NA
"DKUS022_white_s66978"	"DKUS022_white_s66978"	"ATMG00810,NA"	0.679233763194221	1	0.013742346452893	1	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_s67002"	"DKUS022_white_s67002"	"AT1G29700,NA"	0.311374109114865	0.911367849645217	0.0114757359879876	0.314381923974027	"GO:0003674, GO:0008150, GO:0009507"
"DKUS022_white_s67010"	"DKUS022_white_s67010"	"AT1G56560,NA"	0.184332537967265	0.5892526598601	0.011811772481345	1	"GO:0003824, GO:0004564, GO:0004575, GO:0005739, GO:0005987, GO:0005987, GO:0008150, GO:0042542, GO:0048364"
"DKUS022_white_s67063"	"DKUS022_white_s67063"	"NA,NA"	0.496321311146902	0.748349217231676	0.00366245810036834	0.52577676506733	NA
"DKUS022_white_s67064"	"DKUS022_white_s67064"	"AT1G77610,NA"	0.559103991035145	1	0.018039013752074	0.580152609180788	"GO:0005457, GO:0005459, GO:0005460, GO:0008514, GO:0015783, GO:0015783, GO:0015786, GO:0015786, GO:0016020, GO:0072334, GO:0072334"
"DKUS022_white_s67076"	"DKUS022_white_s67076"	"AT5G56130,NA"	0.733439200280088	0.579449373170797	0.488005202895911	0.0473963203520437	"GO:0000166, GO:0010267, GO:0010267, GO:0031047, GO:0031047, GO:0080008, GO:0080008"
"DKUS022_white_s67078"	"DKUS022_white_s67078"	"AT3G28050,NA"	0.560450722413556	1	0.00531596591851083	0.0492468945313194	"GO:0008150, GO:0012505, GO:0016020, GO:0016020"
"DKUS022_white_s67079"	"DKUS022_white_s67079"	"AT3G12120,NA"	0.645252694595611	0.0782656827141818	0.110872954947222	0.0281726941621154	"GO:0005783, GO:0006629, GO:0006629, GO:0016720, GO:0045485, GO:0055114, GO:0055114"
"DKUS022_white_s67108"	"DKUS022_white_s67108"	"AT2G06255,NA"	0.525850731675066	0.139442121116041	0.000770791491192125	0.124287087555236	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_s67112"	"DKUS022_white_s67112"	"AT4G39110,NA"	0.772364235702434	1	0.0276333780854272	1	"GO:0006468, GO:0006468, GO:0006468, GO:0009507, GO:0016301, GO:0016301"
"DKUS022_white_s67129"	"DKUS022_white_s67129"	"NA,NA"	0.626570670552724	1	0.0307216189974883	1	NA
"DKUS022_white_s67163"	"DKUS022_white_s67163"	"AT4G29330,NA"	0.22884620259157	0.38642645690643	0.0367961535417394	0.626056740168879	"GO:0003674, GO:0005575, GO:0006508"
"DKUS022_white_s67211"	"DKUS022_white_s67211"	"NA,NA"	0.198897601368933	0.0840862717570753	0.0164746000422944	0.240575923661216	NA
"DKUS022_white_s67236"	"DKUS022_white_s67236"	"AT5G62960,NA"	0.68133133161339	1	0.000511474275891466	1	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_s67253"	"DKUS022_white_s67253"	"AT4G02400,NA"	0.865241307045443	1	0.0287265971118382	0.545601739340671	"GO:0003674, GO:0006364, GO:0006364, GO:0006364, GO:0006364, GO:0032040"
"DKUS022_white_s67255"	"DKUS022_white_s67255"	"NA,NA"	0.865241307045443	0.897464142891658	0.043745731825941	0.365838998995045	NA
"DKUS022_white_s67299"	"DKUS022_white_s67299"	"AT2G17800,NA"	0.643737055700321	1	0.0427975427132609	0.945633860621251	"GO:0005525, GO:0005525, GO:0005525, GO:0005634, GO:0005737, GO:0005819, GO:0009524, GO:0009524, GO:0009734, GO:0009734, GO:0009738, GO:0009738"
"DKUS022_white_s67337"	"DKUS022_white_s67337"	"AT3G57290,NA"	0.0105202391477942	0.370448332729377	0.143667131946458	0.783954884764477	"GO:0003743, GO:0005515, GO:0005634, GO:0005737, GO:0005829, GO:0005852, GO:0005852, GO:0005886, GO:0006352, GO:0006352, GO:0006412, GO:0006412, GO:0006412, GO:0008180, GO:0008180, GO:0009640, GO:0009640, GO:0009651, GO:0009651, GO:0009908"
"DKUS022_white_s67339"	"DKUS022_white_s67339"	"AT3G55830,NA"	0.393994983402988	0.0752870008506976	0.0261243522915076	0.965862047284834	"GO:0005794, GO:0010087, GO:0016337, GO:0016757, GO:0016757, GO:0035251"
"DKUS022_white_s67370"	"DKUS022_white_s67370"	"NA,NA"	0.807318826224245	0.705013025300617	0.0329676231887796	1	NA
"DKUS022_white_s67372"	"DKUS022_white_s67372"	"AT3G04340,NA"	0.822554452950416	1	0.0306325878662027	0.263633395622502	"GO:0000166, GO:0004222, GO:0005524, GO:0009506, GO:0009507, GO:0009793, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0016887, GO:0017111"
"DKUS022_white_s67383"	"DKUS022_white_s67383"	"AT1G79810,NA"	0.819314917888071	1	0.0208079263028877	1	"GO:0005777, GO:0005777, GO:0005777, GO:0005777, GO:0005829, GO:0006635, GO:0006635, GO:0007031, GO:0007031, GO:0008270, GO:0008270, GO:0008270, GO:0009506, GO:0009640, GO:0009640, GO:0016558, GO:0016558, GO:0016558"
"DKUS022_white_s67406"	"DKUS022_white_s67406"	"AT1G52340,NA"	0.65943108687359	1	0.0185897014830675	0.107079873376692	"GO:0004022, GO:0005829, GO:0006561, GO:0006561, GO:0009408, GO:0009408, GO:0009414, GO:0009414, GO:0009414, GO:0009414, GO:0009688, GO:0009688, GO:0009750, GO:0010115, GO:0010115, GO:0010182, GO:0010182, GO:0010301, GO:0016491"
"DKUS022_white_s67413"	"DKUS022_white_s67413"	"NA,NA"	0.812117692989909	0.473114854405967	0.000588211502355001	0.395537325276836	NA
"DKUS022_white_s67433"	"DKUS022_white_s67433"	"AT1G22380,NA"	0.719368987007708	1	0.0144364980459992	0.442146150984701	"GO:0005575, GO:0008152, GO:0015020, GO:0016757, GO:0016757"
"DKUS022_white_s67442"	"DKUS022_white_s67442"	"AT1G54320,NA"	0.60238834067487	1	0.391022280032889	0.0365545158621668	"GO:0005515, GO:0008150, GO:0016020"
"DKUS022_white_s67469"	"DKUS022_white_s67469"	"AT1G69120,NA"	0.563019036508552	1	0.000146823878616261	0.0840043443412397	"GO:0003677, GO:0003677, GO:0003700, GO:0003700, GO:0003700, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005634, GO:0009908, GO:0009933, GO:0010076, GO:0010076, GO:0010582, GO:0045893, GO:0045893, GO:0045893, GO:0045893, GO:0046982"
"DKUS022_white_s67472"	"DKUS022_white_s67472"	"AT5G15450,NA"	0.517695907304217	0.884057346557381	0.0335346323002744	1	"GO:0000166, GO:0005524, GO:0005524, GO:0009408, GO:0009408, GO:0009408, GO:0009408, GO:0009507, GO:0009507, GO:0009532, GO:0009532, GO:0009532, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009658, GO:0009658, GO:0016887, GO:0017111"
"DKUS022_white_s67477"	"DKUS022_white_s67477"	"NA,NA"	0.834261408377418	1	0.0297667861368166	1	NA
"DKUS022_white_s67480"	"DKUS022_white_s67480"	"NA,NA"	0.709797379547422	1	0.0394188736278153	0.56325341845148	NA
"DKUS022_white_s67521"	"DKUS022_white_s67521"	"NA,NA"	0.483341571857088	0.874141150278179	0.0260397736555635	1	NA
"DKUS022_white_s67538"	"DKUS022_white_s67538"	"NA,NA"	0.601679814040433	1	0.179906345284535	0.0433410980389841	NA
"DKUS022_white_s67547"	"DKUS022_white_s67547"	"AT2G31610,NA"	0.600391395972039	1	0.0425162548131697	1	"GO:0003735, GO:0005773, GO:0005773, GO:0005774, GO:0005774, GO:0005774, GO:0005829, GO:0006412, GO:0006412, GO:0006412, GO:0009506, GO:0009507, GO:0009507, GO:0009628, GO:0009651, GO:0009651, GO:0016020, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0022627, GO:0022627, GO:0022627, GO:0022627, GO:0022627, GO:0022627, GO:0022627, GO:0022627"
"DKUS022_white_s67555"	"DKUS022_white_s67555"	"AT2G46820,NA"	0.865241307045443	1	0.0100757910420971	1	"GO:0003677, GO:0009295, GO:0009295, GO:0009507, GO:0009507, GO:0009507, GO:0009508, GO:0009508, GO:0009508, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009579, GO:0009737, GO:0009773, GO:0009773, GO:0009773, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0030093, GO:0030093, GO:0030093, GO:0030093, GO:0030093, GO:0030093, GO:0030093, GO:0030093, GO:0030093, GO:0030093"
"DKUS022_white_s67577"	"DKUS022_white_s67577"	"AT5G07910,NA"	0.532630054845891	1	0.0242444980070691	1	"GO:0005886, GO:0005886, GO:0005886, GO:0006499, GO:0006499, GO:0006499"
"DKUS022_white_s67613"	"DKUS022_white_s67613"	"AT4G13570,NA"	0.480601724399852	0.225648726399481	0.0474079584437531	1	"GO:0000786, GO:0000786, GO:0003677, GO:0003677, GO:0003677, GO:0005634, GO:0005634, GO:0006334, GO:0006334, GO:0006334, GO:0006334, GO:0006334, GO:0006334"
"DKUS022_white_s67614"	"DKUS022_white_s67614"	"NA,NA"	0.761118054979817	0.484554162093549	0.0430284409240146	0.942641045150692	NA
"DKUS022_white_s67627"	"DKUS022_white_s67627"	"AT1G79040,NA"	0.590206488576993	0.0738363147901645	0.0105779462107234	0.901086186184554	"GO:0005515, GO:0009507, GO:0009507, GO:0009523, GO:0009523, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009579, GO:0010270, GO:0010270, GO:0010270, GO:0010270, GO:0015979, GO:0015979"
"DKUS022_white_s67641"	"DKUS022_white_s67641"	"AT2G03770,NA"	0.297954801339664	0.255722263057658	0.025011124271378	1	"GO:0008146, GO:0008146"
"DKUS022_white_s67663"	"DKUS022_white_s67663"	"AT4G03630,NA"	0.357309601853282	0.425200523356687	0.03319303913199	1	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_s67704"	"DKUS022_white_s67704"	"AT1G74440,NA"	0.830701661795635	0.317790692015786	0.0326347015654929	1	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_s67711"	"DKUS022_white_s67711"	"AT5G47560,NA"	0.830876886361053	1	0.000779156948481761	1	"GO:0005773, GO:0005773, GO:0006814, GO:0006835, GO:0015140, GO:0015140, GO:0015743, GO:0017153, GO:0051453"
"DKUS022_white_s67718"	"DKUS022_white_s67718"	"NA,NA"	0.751281973472995	1	0.0094400490267365	0.16905998444253	NA
"DKUS022_white_s67725"	"DKUS022_white_s67725"	"NA,NA"	0.708235217723712	0.892301255673032	0.017767388317751	1	NA
"DKUS022_white_s67742"	"DKUS022_white_s67742"	"NA,NA"	0.705391164245909	0.142388564593281	0.00928783607446068	0.651198576182738	NA
"DKUS022_white_s67764"	"DKUS022_white_s67764"	"AT3G23050,NA"	0.8530712103672	0.670595863226767	0.0158082283040838	1	"GO:0000502, GO:0003700, GO:0005515, GO:0005515, GO:0005515, GO:0005634, GO:0008180, GO:0008180, GO:0009414, GO:0009414, GO:0009611, GO:0009630, GO:0009733, GO:0009753, GO:0019005, GO:0040008"
"DKUS022_white_s67768"	"DKUS022_white_s67768"	"AT5G20010,NA"	0.845528146280304	1	0.000215053651783219	1	"GO:0003924, GO:0005515, GO:0005515, GO:0005525, GO:0005525, GO:0005618, GO:0005829, GO:0005886, GO:0005886, GO:0006606, GO:0006606, GO:0009651, GO:0009651, GO:0046686, GO:0048046"
"DKUS022_white_s67868"	"DKUS022_white_s67868"	"AT5G65940,NA"	0.508491154322231	0.937966170283624	0.00605634422281361	0.0827087940300575	"GO:0003860, GO:0003860, GO:0006574, GO:0006574, GO:0006574, GO:0006574, GO:0006635, GO:0006635, GO:0009409, GO:0009409, GO:0009733"
"DKUS022_white_s67872"	"DKUS022_white_s67872"	"NA,NA"	0.843224068012962	1	0.00358191246541909	1	NA
"DKUS022_white_s67904"	"DKUS022_white_s67904"	"NA,NA"	0.196615568153395	0.52666850935831	0.115256681315491	0.0207895495893582	NA
"DKUS022_white_s67961"	"DKUS022_white_s67961"	"AT1G22750,NA"	0.865241307045443	0.554499973511105	0.0049002971496673	0.590344449884843	"GO:0003674, GO:0005773, GO:0005773, GO:0005773, GO:0005773, GO:0005773, GO:0005773, GO:0008150"
"DKUS022_white_s67975"	"DKUS022_white_s67975"	"NA,NA"	0.823970767614295	0.472674242110989	9.86484809012691e-05	1	NA
"DKUS022_white_s67988"	"DKUS022_white_s67988"	"AT4G34050,NA"	0.473882133341775	0.09110628212776	0.0468688725992772	0.169893962061054	"GO:0005829, GO:0009805, GO:0009805, GO:0042409, GO:0046686, GO:0046686"
"DKUS022_white_s68001"	"DKUS022_white_s68001"	"NA,NA"	0.865241307045443	0.119147339573369	0.0226919698375323	1	NA
"DKUS022_white_s68016"	"DKUS022_white_s68016"	"AT3G14130,NA"	0.442309748126638	0.782194486158096	0.0406287293838066	1	"GO:0003824, GO:0008152, GO:0008891, GO:0010181, GO:0010181, GO:0016491, GO:0055114"
"DKUS022_white_s68041"	"DKUS022_white_s68041"	"AT3G23760,NA"	0.865241307045443	1	0.0201186417860965	1	"GO:0003674, GO:0005773, GO:0005773, GO:0008150"
"DKUS022_white_s68058"	"DKUS022_white_s68058"	"NA,NA"	0.6331389624408	1	0.0378169992505016	1	NA
"DKUS022_white_s68141"	"DKUS022_white_s68141"	"NA,NA"	0.587075951931897	0.35321493497504	0.0387338904856703	1	NA
"DKUS022_white_s68146"	"DKUS022_white_s68146"	"NA,NA"	0.719357763685647	1	0.0359606549768564	1	NA
"DKUS022_white_s68148"	"DKUS022_white_s68148"	"NA,NA"	0.714051178020508	0.138460870631512	0.0274074377338687	0.831201020851056	NA
"DKUS022_white_s68149"	"DKUS022_white_s68149"	"NA,NA"	0.865241307045443	1	0.0290765506565009	1	NA
"DKUS022_white_s68151"	"DKUS022_white_s68151"	"NA,NA"	0.657005191837869	0.923161644993318	0.0384419971630818	1	NA
"DKUS022_white_s68191"	"DKUS022_white_s68191"	"AT1G11750,NA"	0.468607717101071	1	0.000492584621133326	0.495230255450879	"GO:0004252, GO:0004252, GO:0009507, GO:0009507, GO:0009532, GO:0009532, GO:0009532, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009658, GO:0009658, GO:0009840, GO:0009840, GO:0009840, GO:0009840, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0015979, GO:0015979"
"DKUS022_white_s68225"	"DKUS022_white_s68225"	"NA,NA"	0.565726453271269	0.58053524342882	0.0389695098838448	0.1083599716307	NA
"DKUS022_white_s68227"	"DKUS022_white_s68227"	"NA,NA"	0.829339369459696	0.989340989549004	0.00015335135780882	1	NA
"DKUS022_white_s68268"	"DKUS022_white_s68268"	"NA,NA"	0.771951202735636	1	0.0099852051829982	1	NA
"DKUS022_white_s68277"	"DKUS022_white_s68277"	"AT3G51520,NA"	0.855336185161713	1	0.0117675323643117	1	"GO:0004144, GO:0005575, GO:0008150, GO:0016747"
"DKUS022_white_s68278"	"DKUS022_white_s68278"	"AT5G63530,NA"	0.608029413732644	1	0.0131823541346966	0.679105264385682	"GO:0005886, GO:0005886, GO:0046872, GO:0046914, GO:0046916"
"DKUS022_white_s68290"	"DKUS022_white_s68290"	"NA,NA"	0.780146924849469	0.103602413232274	0.0198606443389711	0.14329914058007	NA
"DKUS022_white_s68312"	"DKUS022_white_s68312"	"NA,NA"	0.502380351508369	0.525470066724893	0.0222274494396949	1	NA
"DKUS022_white_s68317"	"DKUS022_white_s68317"	"AT3G20970,NA"	0.85089276772752	0.347334122927033	0.0116498714210012	0.836035555466857	"GO:0005198, GO:0005739, GO:0005739, GO:0016226, GO:0016226, GO:0016226, GO:0016226"
"DKUS022_white_s68320"	"DKUS022_white_s68320"	"NA,NA"	0.389501831659531	1	0.145261824541898	0.0389992148706284	NA
"DKUS022_white_s68340"	"DKUS022_white_s68340"	"NA,NA"	0.71265677451207	1	0.0367695103035001	1	NA
"DKUS022_white_s68485"	"DKUS022_white_s68485"	"AT3G55770,NA"	0.485072527159395	1	0.00121556516079292	1	"GO:0015629, GO:0051015, GO:0051017, GO:0051017"
"DKUS022_white_s68498"	"DKUS022_white_s68498"	"AT4G39080,NA"	0.770111098531872	0.806683823424159	0.0243475280188059	0.55770055880315	"GO:0000325, GO:0000325, GO:0005773, GO:0005773, GO:0005773, GO:0005773, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005886, GO:0009507, GO:0009678, GO:0009678, GO:0009705, GO:0009705, GO:0009705, GO:0009705, GO:0009705, GO:0009705, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0015986, GO:0015986, GO:0015986, GO:0016020, GO:0016887, GO:0031669"
"DKUS022_white_s68506"	"DKUS022_white_s68506"	"AT1G18070,NA"	0.785900782678415	0.284933402711108	0.000732395452811397	0.144517217579854	"GO:0003747, GO:0003747, GO:0003924, GO:0003924, GO:0003924, GO:0005525, GO:0005525, GO:0005525, GO:0005773, GO:0005773, GO:0005773, GO:0005773, GO:0005829, GO:0005829, GO:0006415, GO:0006415, GO:0006415, GO:0006415, GO:0006415, GO:0006415, GO:0006415, GO:0006415, GO:0008135"
"DKUS022_white_s68534"	"DKUS022_white_s68534"	"NA,NA"	0.858875257195055	0.896486770856642	0.0112774039887962	0.160390639137078	NA
"DKUS022_white_s68560"	"DKUS022_white_s68560"	"NA,NA"	0.546005294435058	0.703524910913064	0.000129308963830294	1	NA
"DKUS022_white_s68567"	"DKUS022_white_s68567"	"AT3G02500,NA"	0.778545989023158	0.546789583703246	0.0172318789404497	1	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_s68573"	"DKUS022_white_s68573"	"AT1G24470,NA"	0.754989444249007	1	0.043073521575916	0.843006751778464	"GO:0005783, GO:0008152, GO:0016491, GO:0045703, GO:0055114"
